Campaign,Topic,Month,Year,Responses,Targets,Effectiveness
Kybella get $200 off your next treatment for the next 5 people,Kybella,July,2016,1,2786,0.36
Botox party,Botox,July,2016,1,43,23.26
Vampire Facial Workshop Event,Event,July,2016,11,948,11.6
Buy 2 Get 1 FREE On All Services & Product,Dermal Fillers,July,2016,19,2200,8.64
Grand opening event,,July,2016,4,837,4.78
O-Shot,,July,2016,6,1881,3.19
Laser Hair Removal Phone in Event,Laser Hair Removal,July,2016,26,15564,1.67
Mom's Night Out,Event,July,2016,2,1860,1.08
SculpSure- teaser,Event,July,2016,1,2197,0.46
Summer Slim down event!,Summer Slim down event!,July,2016,5,27669,0.18
Here' Looking at you!,Kybella,July,2016,9,12485,0.72
Feel Great & Look Younger!,Event,July,2016,5,1197,4.18
Summer freebies,HydraFacial,July,2016,2,1076,1.86
DOUBLE CHIN,Kybella,July,2016,3,8985,0.33
Free Tan Week Event,Week Event,July,2016,7,27670,0.25
August Birthday,Botox,July,2016,7,260,26.92
Breast Thermography (want to say something in title about offering it in office),Event,July,2016,8,1163,6.88
Summer DETOX fo a Summer Glow,Medical Weight Loss,July,2016,9,1326,6.79
Brotox & Bellafill 2,Dermal Fillers,July,2016,3,502,5.98
Botox/Injection Party,Botox,July,2016,9,1621,5.55
New Procedure - ThermiTIGHT,Event,July,2016,5,1149,4.35
ThermiVa Campaign,ThermiVa,July,2016,15,12104,1.24
Lip and Unibrow Laser Hair Removal,Laser Hair Removal,July,2016,11,9728,1.13
Where do you want to CoolSculpt?,CoolSculpting,July,2016,17,23732,0.72
"Help, I Hate My Neck",Event,July,2016,9,13525,0.67
Breast Implants,Breast Implants,July,2016,19,29986,0.63
ThermiVA campaign to women,ThermiVa,July,2016,0,4245,0
ThermiVA campaign for MEN,ThermiVa,July,2016,0,1207,0
Repeat Austin's Finest,Austin's Finest,July,2016,0,3273,0
We now carry Colorescience,We now carry Colorescience,July,2016,0,436,0
Welcome Monica,,July,2016,7,360,19.44
womens summer package (something enticing they really want),,July,2016,5,693,7.22
Look and Feel Great with our “Be Your Best” Summer Special,Bioidentical Hormone Replacement Therapy,July,2016,8,1300,6.15
summer refresh,Botox,July,2016,9,2464,3.65
How do you implement an effective marketing strategy? 5,,July,2016,6,2004,2.99
Award Announcement,Event,July,2016,2,2432,0.82
"Radiesse, Belotero & Xeomin",Dermal Fillers,July,2016,6,7363,0.81
Lose Several Inches Instantly.......RSVP space limited!,Instantly.......RSVP space limited!,July,2016,0,6675,0
Feel and Look Great with our “Be Your Best” Summer Special for Men,Low Testosterone,July,2016,0,232,0
CoolSculpting Segmented,CoolSculpting,July,2016,20,3034,6.59
HydraFacial and Ultherapy ONE Day Event August 25th 2016,Event,July,2016,8,1224,6.54
Give the gift of Radient skin for Mother's Day!,Event,July,2016,7,4083,1.71
Kybella Sale Reminder,Kybella,July,2016,4,2691,1.49
Discounts on nearly all our Products and Services,Event,July,2016,5,6770,0.74
Did you know? Your face starts here!,Did you know? Your face starts here!,July,2016,5,7937,0.63
Dermapen,Dermapen,July,2016,0,450,0
Girls Night Out,CoolSculpting,July,2016,7,768,9.11
CHARM Anniversary Promotions,Event,July,2016,10,3265,3.06
Annual Back to School Promotion!,Event,July,2016,58,20556,2.82
Cool Sculpting Event,CoolSculpting,July,2016,17,7434,2.29
Summer Event 2,Event,July,2016,5,2207,2.27
My House Fitness Partnership,Event,July,2016,7,9331,0.75
August Specials,Event,July,2016,11,18251,0.6
All Services,All Services,July,2016,0,8097,0
All Services,All Services,July,2016,0,26298,0
"DermacareHR Welcomes Back Michelle Smith, RN & is Pleased to Announce Our New Monday Hours!",Botox,July,2016,14,5214,2.69
Christmas In July 2,Event,July,2016,1,812,1.23
ThermiTight,ThermiTight,July,2016,5,4464,1.12
NOT ALL LASERS ARE ALIKE,Fraxel Fractional Laser,July,2016,7,6471,1.08
Intro-Catch-Up,Catch-Up,July,2016,8,8214,0.97
Help Kids Make the grade!,Event,July,2016,3,2433,1.23
B/S Brace,Event,July,2016,3,8987,0.33
DUO PROMO FOR COOLSCULPTING,CoolSculpting,July,2016,10,2475,4.04
20% OFF BODY SCULPTING SURGERY,Liposuction,July,2016,23,15590,1.48
August 3rd 2016 Lunch with Skin Envy- event,Event,July,2016,12,13748,0.87
Kybella Event,Kybella,July,2016,14,22826,0.61
August Promotions Hair Loss Month regrow hair & lashes?,Latisse,July,2016,1,2335,0.43
summer Laser hair Removal,Laser Hair Removal,July,2016,12,1625,7.38
Vacation,Event,July,2016,5,854,5.85
Botox Flash Sale,Botox,July,2016,28,8039,3.48
We Appreciate You - Free Hour of Care,,July,2016,15,4580,3.28
All Services,,July,2016,13,4475,2.91
Vanquish,Vanquish Body,July,2016,13,5716,2.27
Clear your Skin before You Go Back to School,Masks,July,2016,11,18253,0.6
IPL,IPL Therapy,July,2016,0,3712,0
Save $200 on a new Vaginal Rejuvenation Procedure!,ThermiVa,July,2016,7,764,9.16
"Refreshed Eyes Seminar-""Title can be changed""",Event,July,2016,6,1133,5.3
All Naturaul Weight Loss and Anti Aging Supplements,Nutritional Supplements,July,2016,1,5338,0.19
Botox special,Botox,July,2016,0,3499,0
20% Off Any Hair Removal 30% Off Any Packages of 5 or more,Laser Hair Removal,July,2016,0,5230,0
Patient Reviews,Comprehensive Patient Satisfaction Survey,July,2016,0,16564,0
Vanquish & Exilis,Exilis Body Sculpting,July,2016,12,775,15.48
Need Your Butt to POP?...,Event,July,2016,91,7861,11.58
Laser stretch marks removal,,July,2016,11,2129,5.17
Newsletter ( I sent sample to Ronda),Liposuction,July,2016,23,8809,2.61
"Squeeze, Freeze, and Fill your way into summer!",Event,July,2016,5,2872,1.74
August Body Sculpting Seminar,Event,July,2016,21,12146,1.73
fillers,Dermal Fillers,July,2016,17,19813,0.86
hair extension make over contest,over contest,July,2016,15,18459,0.81
summer special,Event,July,2016,1,1615,0.62
How Can You Tighten Sagging Skin Without Surgery?,Exilis Face,July,2016,6,20286,0.3
MiraDry,miraDry,July,2016,7,1495,4.68
Bellafill,Bellafill,July,2016,16,5924,2.7
Hot Summer Lashes,Event,July,2016,19,10317,1.84
August Specials and Events,Event,July,2016,9,5114,1.76
Guinot ® Age Summum Faciale,Summum Faciale,July,2016,6,13396,0.45
Targeting Male Patients,Other,July,2017,0,1909,0
"""squinting this summer""",Botox,July,2017,0,2455,0
New Treat Campaign,New Treat Campaign,July,2017,0,27190,0
Spa Promo (July),IPL Therapy,July,2017,0,1029,0
Body By BTL Reshapes Head to Toe,Head to Toe,July,2017,0,4192,0
Rebuild your collagen with Ultherapy,Ultherapy,July,2017,0,2410,0
Flexible Prcing for Spa Scheduling,Other,July,2017,0,9230,0
Brazillian Special,Other,July,2017,0,602,0
Happy Birthday (July),Birthday,July,2017,0,207,0
Birthday Celebrations -July,Birthday,July,2017,0,123,0
Botox,Botox,July,2017,0,2331,0
Inside-Out Makeover,Other,July,2017,0,1192,0
July Birthday,Birthday,July,2017,0,1192,0
BTL Awards,BTL Awards,July,2017,0,1068,0
Christmas in July,Dermal Fillers,July,2017,0,7448,0
Body Makeover,SculpSure,July,2017,0,4362,0
Get ready for Summer with Elta MD!,Other,July,2017,0,4362,0
Juvederm Special,Juvederm,July,2017,0,9230,0
Massage Campaign,Other,July,2017,0,6420,0
"50% off a service up to $250 savings during july/august only, no expections...while appointments last. - Jul 2017",Event,July,2017,0,5426,0
"Men - Save Up to 25% on your CoolSculpting Treatment! *Addtional Restrictions may apply. Offer Expires August 31, 2017. - Jul 2017",CoolSculpting,July,2017,0,2491,0
Female Sexual Health,Event-RSVP,July,2017,0,462,0
Belize Retreat Early Registration Discount,Event-RSVP,July,2017,0,462,0
Summer Showers,Other,July,2017,0,503,0
Skin Package,Vampire Facelifts,August,2015,3,3646,0.82
Hair Month,PRP Hair Restoration,August,2015,0,2249,0
Obagi Sale,,August,2015,13,6864,1.89
Fat Reduction Treatments,SmartLipo,August,2015,9,1343,6.7
Botox-Staff-Invite,Botox,August,2015,2,619,3.23
Skincare Specials,Chemical Peel,August,2015,2,1100,1.82
Slimmer Silhouette,,August,2015,2,1275,1.57
Maintenance-Mode,Maintenance-Mode,August,2015,11,9331,1.18
Maintenance-Mode,Laser Hair Removal,August,2015,6,11232,0.53
Ultherapy,Ultherapy,August,2015,17,2999,5.67
Laser Lipo,Laser Lipo,August,2015,1,1697,0.59
Weight Loss,Medical Weight Loss,August,2015,2,5485,0.36
Join Us,Botox,August,2015,1,37169,0.03
Hormone Replacement,Hormone Replacement,August,2015,0,465,0
Improve Your Smile,Lip Augmentation,August,2015,0,2250,0
Botox-Staff-Invite,Botox,August,2015,0,1521,0
August Special,August Special,August,2015,7,6084,1.15
Melange Peel,Chemical Peel,August,2015,7,10246,0.68
Botox-Staff-Invite,Botox,August,2015,0,2875,0
HCG Weight Loss,Medical Weight Loss,August,2015,7,543,12.89
Hormone Therapy,Bioidentical Hormone Replacement Therapy,August,2015,17,17424,0.98
Botox-Staff-Invite,Botox,August,2015,0,4767,0
Thermage,Thermage,August,2015,30,18022,1.66
His & Her Rejuvenation,O-Shot,August,2015,0,456,0
Botox,Botox,August,2015,9,1397,6.44
Let's Celebrate,Micro-Needling,August,2015,7,1219,5.74
Coolsculpting,CoolSculpting,August,2015,5,2988,1.67
Liposuction,Liposuction,August,2015,6,5164,1.16
Specials,Ultherapy,August,2015,3,10101,0.3
Vampire Facial,Vampire Facial,August,2015,2,10246,0.2
Special Offers,Botox,August,2015,1,386,2.59
Restylane Lift + Silk,,August,2015,1,604,1.66
Vampire Facial,Vampire Facial,August,2015,1,2250,0.44
Skincare Specials,Skincare Specials,August,2015,1,2489,0.4
Specials,VelaShape,August,2015,8,2089,3.83
August Specials,August Specials,August,2015,0,8317,0
Fillers and Botox,Dermal Fillers,August,2015,9,622,14.47
Grand Opening,Grand Opening,August,2015,1,2879,0.35
Microdermabrasion,Microdermabrasion,August,2015,5,3554,1.41
T2-Botox-Staff-Invite,Botox,August,2015,0,5726,0
Fall Specials,Botox,August,2015,22,2090,10.53
YOUNG Skin Care,,August,2015,21,10103,2.08
Radiesse,Dermal Fillers,August,2015,3,1498,2
Laser Special,IPL Therapy,August,2015,6,4000,1.5
Latisse,Latisse,August,2015,12,11298,1.06
Financing,Facelift,August,2015,7,2346,2.98
Restylane Special,Dermal Fillers,August,2015,1,4553,0.22
August Specials,August Specials,August,2015,0,13623,0
Acne Treatment,Acne Treatment,August,2015,7,6926,1.01
Customer Reviews,Customer Reviews,August,2015,5,4983,1
Hormone Program,Bioidentical Hormone Replacement Therapy,August,2015,0,496,0
Hormone Therapy,Bioidentical Hormone Replacement Therapy,August,2015,10,2119,4.72
Coolsculpting,CoolSculpting,August,2015,5,1458,3.43
IPL Therapy,IPL Therapy,August,2015,5,2247,2.23
Current Specials,Breast Enhancement,August,2015,2,1047,1.91
Vampire Facelift,Vampire Facelifts,August,2015,8,7862,1.02
Treatment Spotlight,Perm Makeup,August,2015,19,27005,0.7
Pelleve,Pelleve,August,2015,2,6793,0.29
Freshlift,,August,2015,10,2870,3.48
Specials!,,August,2015,9,4268,2.11
Ultherapy,Ultherapy,August,2015,12,5674,2.11
JuVaShape,JuvaShape,August,2015,18,29744,0.61
PRP Therapy,PRP Therapy,August,2015,0,445,0
SkinMedica Event,Medica Event,August,2015,0,4740,0
Kybella,Kybella,August,2015,0,26009,0
The Priapus Shot,P-Shot,August,2015,3,2174,1.38
The Priapus Shot,P-Shot,August,2015,1,867,1.15
The Priapus Shot,P-Shot,August,2015,1,1434,0.7
Anti-Aging Treatments,Vampire Facelifts,August,2015,10,34583,0.29
August Birthday,HydraFacial,August,2016,2,50,40
Weight Loss,Medical Weight Loss,August,2016,25,1107,22.58
Membership,Event,August,2016,12,1076,11.15
August Birthday,Birthday,August,2016,3,399,7.52
Restylane,Dermal Fillers,August,2016,31,4348,7.13
voluma,Dermal Fillers,August,2016,28,4477,6.25
Infini Facial Improvement and Stretch Mark Removal,Micro-Needling,August,2016,13,2493,5.21
BioTE,,August,2016,28,5572,5.03
2 Year Anniversary Sale,,August,2016,3,838,3.58
Membership,Event,August,2016,14,3939,3.55
Buy one facial or peel get a second half off,Chemical Peel,August,2016,9,2610,3.45
Annual Obagi Campaign,Event,August,2016,23,6857,3.35
Acupuncture Special,Event,August,2016,13,4514,2.88
"25% OFF PicoWay Resolve -Treats Pigmentation, Skin Irregularities and the Signs of Aging.",Event,August,2016,10,3913,2.56
5 days only! $50 off HydraFacial MD,HydraFacial,August,2016,5,2051,2.44
August Promotions,Botox,August,2016,12,5127,2.34
"Treat pores, fine lines, wrinkles and texture",Laser Skin Resurfacing,August,2016,11,4915,2.24
Ulthera and Filler Special,Ultherapy,August,2016,11,5512,2
liquid rhinoplasty,Dermal Fillers,August,2016,4,2220,1.8
Beautiful Botox & Voluma Special,Botox,August,2016,7,4390,1.59
$250 Off Exilis,Exilis Body Sculpting,August,2016,1,652,1.53
Back to school with a fresh face,Event,August,2016,4,2691,1.49
Reap the benefits of Turmeric!,Event,August,2016,8,5624,1.42
newsletter about psoriasis awareness month in August,Event,August,2016,7,5230,1.34
Vanquish,Vanquish Body,August,2016,16,12057,1.33
Biote,Bioidentical Hormone Replacement Therapy,August,2016,3,2300,1.3
BIKINI READY LEGS,Vein Treatments,August,2016,8,6430,1.24
August Monthly Special - VI Peel,Chemical Peel,August,2016,4,3711,1.08
August News Letter,Event,August,2016,13,12264,1.06
Can You Bare It?,Laser Hair Removal,August,2016,23,22249,1.03
Botox/filler,Dermal Fillers,August,2016,12,12098,0.99
skin cancer,Event,August,2016,16,19814,0.81
Birthday Treat Specials : August,UltraShape,August,2016,0,263,0
liquid facelift,liquid facelift,August,2016,0,6262,0
Botox & Fillers,Botox & Fillers,August,2016,0,2483,0
PRP Hair Restoration,PRP Skin/Scar Restoration,August,2016,0,1290,0
Do Business with Local Salons,Botox,August,2016,0,5152,0
CoolSculpting Summer Event,CoolSculpting,August,2016,0,4392,0
Become-an-OPERA-Study-Investigator,Become-an-OPERA-Study-Investigator,August,2016,0,26837,0
Acne,Event,August,2016,0,7568,0
AUGUST BIRTHDAYS,Birthday,August,2016,0,246,0
August Specials AND Event,Event,August,2016,23,2417,9.52
August Specials,Micro-Needling,August,2016,42,5259,7.99
Happy Birthday — Treat Yourself in August!,Dermal Fillers,August,2016,2,263,7.6
Bellafill Summer Special,Bellafill,August,2016,5,732,6.83
Decollete Rejuvenation The chest and décolleté are one of the first places to reveal signs of aging.,Microdermabrasion,August,2016,4,645,6.2
August Specials,i-Lipo,August,2016,24,5408,4.44
"Get your ""Terrific Tummy"" back!",Event,August,2016,10,2278,4.39
Micro-needling,Micro-needling,August,2016,6,1488,4.03
August Beauty Specials,UltraShape,August,2016,12,3368,3.56
Buy 2 Radiesse Get $100 Visa Gift Card!,Dermal Fillers,August,2016,11,3646,3.02
PRP,PRP Skin/Scar Restoration,August,2016,4,1628,2.46
Radiesse Discounts are on Now,Dermal Fillers,August,2016,23,13654,1.68
Radiesse Hands,Dermal Fillers,August,2016,4,3744,1.07
CoolSculpting- Female Version,CoolSculpting,August,2016,9,10819,0.83
Halo Hybrid Fractional Laser,Halo,August,2016,8,10354,0.77
Summer SculpSure,SculpSure,August,2016,5,7365,0.68
Your treatment for a beautiful glow!,Event,August,2016,3,5571,0.54
Massage,Massage,August,2016,0,174,0
All Services,All Services,August,2016,0,3362,0
All Services Campaign - 08/2016,All Services,August,2016,0,2425,0
Micro-needling (Original),Micro-needling ,August,2016,0,1550,0
Love Us? Show it!,Event,August,2016,0,872,0
Back to School offers,,August,2016,8,642,12.46
The best injectables are undetectable,Dermal Fillers,August,2016,10,907,11.03
We are pleased to offer a ONE DAY Special for JUVEDERM ULTRA PLUS XC,Dermal Fillers,August,2016,10,1280,7.81
Hot summer sales,Botox,August,2016,25,4388,5.7
Summer Skincare Promotion,,August,2016,3,617,4.86
Teen Facial,Event,August,2016,21,4840,4.34
"SAVE UP TO $2,000 ON ULTHERAPY FULL FACE/NECK LIFT AND TIGHTENING!",Ultherapy,August,2016,3,856,3.5
CoolSculpting Event,CoolSculpting,August,2016,9,4391,2.05
Non invasive lipolysis,,August,2016,27,15698,1.72
Coolsculpting Correction,CoolSculpting,August,2016,17,10820,1.57
Spider and Varicose Veins,Vein Treatments,August,2016,9,6080,1.48
"HydraFacial - Buy 3, Get 4th Free",HydraFacial,August,2016,9,8042,1.12
All New Exilis Ultra for Non-Surgical Skin Tightening & Spot Body Shaping,Exilis Body Sculpting,August,2016,7,6532,1.07
Fractional CO 2 laser,Fractional Laser,August,2016,2,2474,0.81
Cool Advantage Open House - 3 Year Anniversary,Event,August,2016,4,5661,0.71
Complimentary Cooling foot treatment with all Pedicures,Cooling foot treatment with all Pedicures,August,2016,0,4900,0
Summer Specials,HydraFacial,August,2016,0,3499,0
Smartlipo,Tummy Tuck,August,2016,110,7861,13.99
IPL Workshop,IPL Therapy,August,2016,12,1076,11.15
bday blast,Birthday,August,2016,4,426,9.39
Clothes Don't Fit?,Medical Weight Loss,August,2016,2,257,7.78
You'll be Shopping for Smaller Clothes Soon,Medical Weight Loss,August,2016,11,1485,7.41
Laser Hair Removal,Laser Hair Removal,August,2016,17,3054,5.57
"DermacareHR Welcomes Best of the Beach Winner, '16, Heather Perry, LME!",Microdermabrasion,August,2016,12,5314,2.26
Halo 2,Halo,August,2016,23,11322,2.03
"Tired of Razor Burn, Ingrowns, Shaving in General?",Laser Hair Removal,August,2016,10,4916,2.03
Back to School Deals,Laser Hair Removal,August,2016,9,5901,1.53
Monthy Specials for August 2016,Ultherapy,August,2016,15,9923,1.51
Affordable Surgery through CareCredit: 0% Interest for 24 months,Breast Enhancement,August,2016,9,6149,1.46
Microneedling Special,Micro-Needling,August,2016,6,4363,1.38
Summer ThermiVa,ThermiVa,August,2016,8,7114,1.12
Back to School specials,Laser Hair Removal,August,2016,16,14437,1.11
August Specials,Botox,August,2016,10,9132,1.1
Birthmark Removal,Event,August,2016,15,13655,1.1
It's all about change!,Event,August,2016,1,1197,0.84
Girls Night Out Make Up Event,Event,August,2016,11,15595,0.71
August Special,IPL Therapy,August,2016,4,5763,0.69
Allergan Introduces New Inspira Breast Implants,Breast Implants,August,2016,3,5585,0.54
All Services,All Services,August,2016,0,26009,0
Gorgeous lips,Lip Augmentation,August,2016,0,2138,0
botox/dysport and filler,Botox,August,2016,22,1949,11.29
Summer time filler,Dermal Fillers,August,2016,16,3270,4.89
All Services,,August,2016,10,2469,4.05
August Facial Special with Nick,Facelift,August,2016,19,7438,2.55
BioTE Informational Event,Bioidentical Hormone Replacement Therapy,August,2016,22,8836,2.49
Open House,UltraShape,August,2016,5,2117,2.36
IPL - August,IPL Therapy,August,2016,8,3712,2.16
PICOSure Laser Tattoo Removal,Tattoo Removal,August,2016,6,3061,1.96
Spa810 Day,Event,August,2016,7,9331,0.75
Client Appreciation Event Price List,CoolSculpting,August,2016,0,6894,0
Curb Appeal,Move or Improve,August,2016,0,2452,0
SEE WHAT'S NEW AT NOOR,SculpSure,August,2016,11,4029,2.73
Finally a Solution!,Liposuction,August,2016,3,1197,2.51
Photo Facials,Laser Skin Resurfacing,August,2016,7,12622,0.55
Fire and Ice Bodysculpting,Vanquish Body,August,2016,76,26248,2.9
Skin Pen,Micro-Needling,August,2016,7,3079,2.27
Event,Lip Augmentation,August,2016,1,447,2.24
"Drunk Dialing And Bad Skin: Why You Should Sip It, Not Tip It.",,August,2016,1,471,2.12
"Introductory off on Kybella: liquid injection to get rid of double chin, no surgery!",Kybella,August,2016,4,2338,1.71
August Specials,August Specials,August,2016,3,2958,1.01
Now's the Time for Brilliant Savings,Event,August,2016,2,2511,0.8
august,TruSculpt,August,2016,6,7994,0.75
velashape,Event,August,2016,3,4285,0.7
Repeat Mona Lisa,Mona Lisa,August,2016,4,6117,0.65
